branch	tip	committerdate_iso	author	merged	ahead	patch_unique	files_changed	insertions	deletions	class	subject
contrib/dave-gaming-pc/codex/pass71-hf306-cockpit-evidence	f7dca1f0	2026-08-13T22:39:52+01:00	Dave Hatton	no	81	81	259	38090	2335	PASS71_FAMILY	test(pass71): close HF-306 cockpit framing evidence
contrib/dave-gaming-pc/codex/pass71-hf306-integration-resolution	af8b6514	2026-08-13T22:47:23+01:00	Dave Hatton	no	87	87	279	44593	2286	PASS71_FAMILY	test(pass71): close HF-306 cockpit framing evidence
contrib/dave-gaming-pc/codex/pass71-hf307-hf308-chopper-weapons	40f90b22	2026-08-13T23:13:17+01:00	Dave Hatton	no	84	84	274	41062	2354	PASS71_FAMILY	fix: close HF-307 chopper splash authority
contrib/dave-gaming-pc/codex/pass71-hf308-acceptance-registration	f77100cd	2026-08-14T01:05:37+01:00	Dave Hatton	no	113	113	324	60967	2365	PASS71_FAMILY	release: require canonical HF-308 closure evidence
contrib/dave-gaming-pc/codex/pass71-hf308-chopper-missiles	fa6414cb	2026-08-13T23:14:47+01:00	Dave Hatton	no	91	91	290	46911	2295	PASS71_FAMILY	fix: close HF-307 chopper splash authority
contrib/dave-gaming-pc/codex/pass71-hf308-full-closure-v2	a7f04d54	2026-08-14T00:45:53+01:00	Dave Hatton	no	93	93	302	52987	2279	PASS71_FAMILY	test(pass71): close HF-308 chopper missile evidence
contrib/dave-gaming-pc/codex/pass71-hf309-first-entry	75de026a	2026-08-13T23:13:51+01:00	Dave Hatton	no	86	86	279	44347	2345	PASS71_FAMILY	test(pass71): add exact HF-309 first-entry evidence
contrib/dave-gaming-pc/codex/pass71-hf310-stuck-evidence	40ffe2dd	2026-08-13T20:11:07+01:00	Dave Hatton	no	62	62	199	20217	2242	PASS71_FAMILY	qa: own HF-310 STUCK raster evidence
contrib/dave-gaming-pc/codex/pass71-hitch-release-gate	e2753e5c	2026-08-13T12:17:50+01:00	Dave Hatton	no	27	27	150	11048	2100	PASS71_FAMILY	test(pass71): gate first actions and pin rollback bytes
contrib/dave-gaming-pc/codex/pass71-host-lobby-p0	20867ea4	2026-08-14T19:39:37+01:00	Dave Hatton	no	150	150	342	69774	2789	PASS71_FAMILY	test(pass71): require WebGPU Chrome Firefox lobby recovery
contrib/dave-gaming-pc/codex/pass71-integration	16b43a71	2026-08-13T12:38:35+01:00	Dave Hatton	no	32	32	157	11775	2119	PASS71_FAMILY	test(pass71): cover projectile glass lifecycle natively
contrib/dave-gaming-pc/codex/pass71-native-evidence-serial	cbfc4bf3	2026-08-14T01:17:46+01:00	Dave Hatton	no	108	108	314	55688	2303	PASS71_FAMILY	qa: serialize Pass 71 native evidence
contrib/dave-gaming-pc/codex/pass71-native-feature-evidence	e72b2064	2026-08-13T13:02:37+01:00	Dave Hatton	no	31	31	158	12231	2118	PASS71_FAMILY	test: prove controlled support native runtime paths
contrib/dave-gaming-pc/codex/pass71-native-parity-v3	ae7e162a	2026-08-13T20:36:21+01:00	Dave Hatton	no	64	64	199	20426	2244	PASS71_FAMILY	qa: harden native browser parity evidence
contrib/dave-gaming-pc/codex/pass71-nuke-attribution	68360bc0	2026-08-13T17:22:11+01:00	Dave Hatton	no	50	50	178	15864	2218	PASS71_FAMILY	test(pass71): attribute nuke warning raster to beacon
contrib/dave-gaming-pc/codex/pass71-nuke-shadow-race	55502dff	2026-08-13T16:38:29+01:00	Dave Hatton	no	47	47	173	15253	2178	PASS71_FAMILY	fix(rendering): use basic shadows on software WebGL
contrib/dave-gaming-pc/codex/pass71-owner-fixes	fe64a4ec	2026-08-13T09:16:48+01:00	Dave Hatton	no	4	4	54	3927	284	PASS71_FAMILY	fix(pass71): raise authored chopper cockpit frame
contrib/dave-gaming-pc/codex/pass71-perception-firefox	2c1b553c	2026-08-13T08:16:50+01:00	Dave Hatton	no	1	1	13	652	772	PASS71_FAMILY	fix: restore thermal reveals and Firefox presentation pacing
contrib/dave-gaming-pc/codex/pass71-projectile-glass-native	3c49652f	2026-08-13T12:38:01+01:00	Dave Hatton	no	31	31	156	11723	2118	PASS71_FAMILY	test(pass71): cover projectile glass lifecycle natively
contrib/dave-gaming-pc/codex/pass71-prone-native-fix	d417d2a6	2026-08-13T14:34:45+01:00	Dave Hatton	no	40	40	169	14917	2159	PASS71_FAMILY	fix(pass71): preserve viewmodel exposure at contact
contrib/dave-gaming-pc/codex/pass71-quality-baseline	9494320d	2026-08-13T14:02:41+01:00	Dave Hatton	no	36	36	166	14210	2131	PASS71_FAMILY	test: audit read-only physics evidence variant
contrib/dave-gaming-pc/codex/pass71-quality-baseline-floor-audit	1cea32ed	2026-08-14T02:52:46+01:00	Dave Hatton	no	123	123	328	63471	2390	PASS71_FAMILY	test(quality): audit canonical world-floor source
contrib/dave-gaming-pc/codex/pass71-recovery-20260816	bba76d85	2026-08-16T21:58:49+01:00	Dave Hatton	no	168	168	345	70096	2829	PASS71_FAMILY	test(pass71): keep peer permits aligned during QA
contrib/dave-gaming-pc/codex/pass71-release-candidate	5244dc83	2026-08-13T19:34:07+01:00	Dave Hatton	no	63	63	197	18660	2243	PASS71_FAMILY	release: verify candidate A acceptance receipt
contrib/dave-gaming-pc/codex/pass71-release-identity-agent	a64faaf4	2026-08-13T09:45:57+01:00	Dave Hatton	no	15	15	115	6947	1669	PASS71_FAMILY	release(pass71): stage candidate identity
contrib/dave-gaming-pc/codex/pass71-release-integration	eb098984	2026-08-14T22:30:09+01:00	Dave Hatton	no	163	163	344	69945	2796	PASS71_FAMILY	test(pass71): retain HF296 actor cell handshake
contrib/dave-gaming-pc/codex/pass71-sleeve-crop	dcfefa48	2026-08-13T11:33:57+01:00	Dave Hatton	no	26	26	142	10019	1970	PASS71_FAMILY	fix(pass71): keep each sleeve connected below crop
contrib/dave-gaming-pc/codex/pass71-sticky-onset-authority	872a7127	2026-08-13T10:04:31+01:00	Dave Hatton	no	16	16	102	7317	1618	PASS71_FAMILY	fix(pass71): authorize sticky alerts at attachment onset
contrib/dave-gaming-pc/codex/pass71-sticky-receipt-race	a17a65e6	2026-08-13T11:19:11+01:00	Dave Hatton	no	20	20	132	8873	1809	PASS71_FAMILY	fix(pass71): queue reordered sticky receipts
contrib/dave-gaming-pc/codex/pass71-stuck-raster	915f8c9b	2026-08-13T13:28:07+01:00	Dave Hatton	no	33	33	158	12042	2133	PASS71_FAMILY	fix(pass71): anchor sticky warning at presentation
contrib/dave-gaming-pc/codex/pass71-viewmodel	809fc17a	2026-08-13T09:00:15+01:00	Dave Hatton	no	1	1	7	266	130	PASS71_FAMILY	fix(pass71): stabilize first-person arm presentation
contrib/dave-gaming-pc/codex/pass71-windows-chopper-shard-fix	687d42af	2026-08-14T02:27:53+01:00	Dave Hatton	no	119	119	327	63108	2385	PASS71_FAMILY	test: stabilize Windows Chopper evidence
contrib/dave-gaming-pc/codex/pass72-1-behavioral-corrections-20260821	2a8242d8	2026-08-21T20:33:39+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	ci: own Pass 73 gameplay on Windows Chrome
contrib/dave-gaming-pc/codex/pass72-integration-review-20260820	b3748f9e	2026-08-20T23:53:10+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	docs: finalize Pass 72 verification ledger
contrib/dave-gaming-pc/codex/pass73-arms-collision-matrix-20260821	03a0f26e	2026-08-21T12:20:07+01:00	Dave Hatton	no	2	0	9	1971	52	SUPERSEDED	fix: prove continuous arms across action states
contrib/dave-gaming-pc/codex/pass73-ci-gate-integration-20260821	606c0a5a	2026-08-21T09:54:38+01:00	Dave Hatton	no	1	0	7	161	2	SUPERSEDED	test(ci): require Pass 73 gameplay regression group
contrib/dave-gaming-pc/codex/pass73-collision-route-authority-20260821	a7ee9534	2026-08-21T12:19:00+01:00	Dave Hatton	no	2	1	17	1207	50	OLDER_UNMERGED	Update Atomic Acres asset provenance
contrib/dave-gaming-pc/codex/pass73-combat-network-authority-20260821	29b7a09d	2026-08-21T12:14:26+01:00	Dave Hatton	no	1	0	11	898	67	SUPERSEDED	test: prove pass 73 combat authority
contrib/dave-gaming-pc/codex/pass73-evidence-ledger-20260821	bab4559e	2026-08-21T09:01:40+01:00	Dave Hatton	no	1	0	6	484	6	SUPERSEDED	docs: atomize pass 73 owner regressions
contrib/dave-gaming-pc/codex/pass73-firefox-gate-audit-20260821	34c4fbbd	2026-08-21T10:20:09+01:00	Dave Hatton	no	1	0	6	1000	267	SUPERSEDED	test(pass73): harden Firefox Chrome WebGPU parity gate
contrib/dave-gaming-pc/codex/pass73-gameplay-regressions-20260821	9f96d2b1	2026-08-21T09:11:39+01:00	Dave Hatton	no	1	0	18	1619	89	SUPERSEDED	fix pass73 gameplay regressions
contrib/dave-gaming-pc/codex/pass73-grenade-native-gate-20260821	de45bdbe	2026-08-21T09:45:37+01:00	Dave Hatton	no	3	0	6	394	46	SUPERSEDED	fix: prewarm grenade final render context
contrib/dave-gaming-pc/codex/pass73-hitl-release-20260821	81920310	2026-08-21T21:22:51+01:00	Dave Hatton	no	1	1	1	35	2	OLDER_UNMERGED	ci: add one-time Pass 73 HITL release path
contrib/dave-gaming-pc/codex/pass73-installed-firefox-active-20260821	3a066b49	2026-08-21T12:44:34+01:00	Dave Hatton	no	1	1	8	1599	299	OLDER_UNMERGED	qa: require active visible Firefox parity matrix
contrib/dave-gaming-pc/codex/pass73-live-graphics-harden-20260821	00a01550	2026-08-21T13:04:10+01:00	Dave Hatton	no	1	0	4	1716	227	SUPERSEDED	test: bind live graphics gate to staged native WebGPU
contrib/dave-gaming-pc/codex/pass73-native-ads-reveal-20260821	3e44fd7c	2026-08-21T13:02:01+01:00	Dave Hatton	no	1	1	11	1894	11	OLDER_UNMERGED	Add native ADS reveal visual gate
contrib/dave-gaming-pc/codex/pass73-network-reveal-gate-20260821	f337ae14	2026-08-21T10:46:57+01:00	Dave Hatton	no	1	0	9	849	7	SUPERSEDED	test: harden pass73 glass and reveal authority
contrib/dave-gaming-pc/codex/pass73-release-topology-20260821	d63111b6	2026-08-21T09:36:38+01:00	Dave Hatton	no	1	0	24	713	212	SUPERSEDED	release: stage Pass 73 with exact retained history
contrib/dave-gaming-pc/codex/pass73-renderer-viewmodel-20260821	c5b6cc5a	2026-08-21T09:26:15+01:00	Dave Hatton	no	1	0	43	1537	199	SUPERSEDED	fix(renderer): apply live graphics and restore viewmodel continuity
contrib/dave-gaming-pc/codex/pass74-next	0d1ff896	2026-08-21T20:31:52+01:00	Dave Hatton	no	6	6	22	638	15	OLDER_UNMERGED	test: prove chopper audio audience
contrib/dave-gaming-pc/codex/pass75-high-seas-audio-audit	e30af365	2026-08-22T08:08:11+01:00	Dave Hatton	no	6	1	60	2912	179	OLDER_UNMERGED	fix(diagnostics): expand D1 arena constraint
contrib/dave-gaming-pc/codex/pass75-high-seas-identity-diagnostics-r3	e30af365	2026-08-22T08:08:11+01:00	Dave Hatton	no	6	1	60	2912	179	OLDER_UNMERGED	fix(diagnostics): expand D1 arena constraint
contrib/dave-gaming-pc/codex/pass75-high-seas-preview-provenance	58e1817d	2026-08-22T13:47:27+01:00	Dave Hatton	no	1	1	20	10368	30	OLDER_UNMERGED	wip(pass75): preserve High Seas preview media
contrib/dave-gaming-pc/codex/pass75-hijacked-geometry	bae724e8	2026-08-22T07:45:43+01:00	Dave Hatton	no	1	0	2	1533	0	SUPERSEDED	Pass 75: add High Seas yacht arena geometry
contrib/dave-gaming-pc/codex/pass75-hijacked-systems	555d1a54	2026-08-22T08:01:09+01:00	Dave Hatton	no	1	1	49	739	140	OLDER_UNMERGED	feat(pass75): integrate High Seas arena systems
contrib/dave-gaming-pc/codex/pass75-hijacked-verification	fe813009	2026-08-22T07:27:18+01:00	Dave Hatton	no	1	0	2	228	28	SUPERSEDED	feat: support stacked authored navigation levels
contrib/dave-gaming-pc/codex/pass75-hijacked-yacht	b1187ea4	2026-08-22T11:13:58+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(qa): close arena surface and sky admission gaps
contrib/dave-gaming-pc/codex/pass75-mobile-compact-six-card-fix	19d6586d	2026-08-22T13:47:26+01:00	Dave Hatton	no	1	1	3	10	3	OLDER_UNMERGED	wip(pass75): preserve compact mobile and six-card fixes
contrib/dave-gaming-pc/codex/player-feedback-20260722	d5d856c0	2026-07-22T18:20:44+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	Merge remote-tracking branch 'origin/main' into contrib/dave-gaming-pc/codex/player-feedback-20260722
contrib/dave-gaming-pc/codex/release-ci-identity-20260722	31db2814	2026-07-22T20:46:50+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	Fix production Pages commit identity
contrib/dave-gaming-pc/codex/release-integration-20260722	a06c5040	2026-07-22T18:16:54+01:00	Dave Hatton	no	8	1	69	2930	361	OLDER_UNMERGED	test: reconcile combined level contracts
contrib/dave-gaming-pc/codex/release-method-v2	56010706	2026-07-23T13:39:46+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	Merge remote-tracking branch 'origin/main' into contrib/dave-gaming-pc/codex/release-method-v2
contrib/dave-gaming-pc/codex/requirements-acceptance-gate	10f5847d	2026-07-24T10:00:59+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	ci: bind releases to accepted requirements
contrib/dave-gaming-pc/codex/rustworks-tower-overhaul	d6ac7885	2026-07-22T18:23:29+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	Rebuild Rustworks tower combat space
contrib/dave-gaming-pc/codex/skyline-terminal-overhaul	5fb048b0	2026-07-22T19:08:29+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	Calibrate Atomic transient draw-call budget
contrib/dave-gaming-pc/hermes/main-v671-reconcile	8c3ad1cd	2026-08-03T11:33:42+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(v67.1): manage-loadout card dark+readable (specificity fix); chooser live card shows PASS 67.1 not internal 66
contrib/dave-gaming-pc/hermes/pass59-ci-determinism	72ab2684	2026-07-23T11:10:14+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test: stabilize transient draw-call sampling
contrib/dave-gaming-pc/hermes/pass59-favicon-console-hygiene	d8af62db	2026-07-23T13:05:23+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix: declare inline favicon for clean Pages logs
contrib/dave-gaming-pc/hermes/pass59-menu-baseline-normalization	ad3a67d3	2026-07-23T12:05:14+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test: normalize release text in menu baseline
contrib/dave-gaming-pc/hermes/pass59-network-gameplay-maps-ui	8a4b674e	2026-07-23T10:30:13+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test: allow bounded Linux shadow startup
contrib/dave-gaming-pc/hermes/pass59-release-metadata	ed9e126d	2026-07-23T12:25:19+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test: rely on normalized menu baseline
contrib/dave-gaming-pc/hermes/pass68-benchmark-fetch-fix	aefa2c44	2026-08-06T20:02:52+01:00	Dave Hatton	no	4	0	1	5	0	SUPERSEDED	chore: retrigger CI
contrib/dave-gaming-pc/hermes/pass68-chooser-labels	1383a615	2026-08-07T06:55:57+01:00	Dave Hatton	no	1	0	1	5	4	SUPERSEDED	fix(release-topology-browser): update chooser labels for Pass 68 topology
contrib/dave-gaming-pc/hermes/pass68-historical-timestamp-gate	aa1b71d4	2026-08-07T08:53:20+01:00	Dave Hatton	no	1	0	1	6	2	SUPERSEDED	fix(release-topology-browser): preserve historical pending timestamps
contrib/dave-gaming-pc/hermes/pass68-legacy-alias	d5de861f	2026-08-07T09:26:30+01:00	Dave Hatton	no	1	0	1	1	1	SUPERSEDED	fix(release-topology-browser): route legacy aliases to Pass 68
contrib/dave-gaming-pc/hermes/pass68-release-workflow-fix	ba2fa174	2026-08-05T20:32:45+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	PASS 68: fix release-production workflow + source-contract test
contrib/dave-gaming-pc/hermes/pass68-stable-changelog-id	b2439d8e	2026-08-07T09:08:40+01:00	Dave Hatton	no	1	0	2	2	2	SUPERSEDED	fix(release-topology-browser): verify pinned stable changelog identity
contrib/dave-gaming-pc/hermes/pass68-topology-label-fix	854b6f96	2026-08-07T06:39:46+01:00	Dave Hatton	no	1	0	2	2	2	SUPERSEDED	fix(release-topology): accept v68 label + classify QA verifier as process-only
contrib/dave-gaming-pc/hermes/pass69-1-mobile-controls	71d0e7ed	2026-08-08T16:09:11+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test(pass69): harden rotation and version regressions
contrib/dave-gaming-pc/hermes/pass69-2-runtime	b25df9da	2026-08-09T16:56:35+01:00	Dave Hatton	no	50	50	82	3557	818	OLDER_UNMERGED	chore(pass69.2): bind acceptance to v11 preview
contrib/dave-gaming-pc/hermes/pass69-arms	612ad227	2026-08-07T19:30:13+01:00	Dave Hatton	no	1	0	2	41	30	SUPERSEDED	fix(viewmodel): solve mirrored arms in parent space
contrib/dave-gaming-pc/hermes/pass69-art-lane	d9b3176e	2026-08-04T22:39:02+01:00	Dave Hatton	no	7	7	19	1885	47	OLDER_UNMERGED	feat(pass69): golden-hour jungle/beach art lane, throwback props, play-feel detailing
contrib/dave-gaming-pc/hermes/pass69-chopper	6e6a4b5f	2026-08-07T19:23:37+01:00	Dave Hatton	no	1	0	4	63	4	SUPERSEDED	fix(chopper): reconcile authored presentation contract
contrib/dave-gaming-pc/hermes/pass69-field-kit	a1513da9	2026-08-07T19:30:58+01:00	Dave Hatton	no	2	0	4	24	9	SUPERSEDED	fix(field-kit): keep weapon metrics inside cards
contrib/dave-gaming-pc/hermes/pass69-hidden-farcrysis	83395da4	2026-08-07T18:41:50+01:00	Dave Hatton	no	21	21	63	12351	49	OLDER_UNMERGED	pass69(tick13): physics terrain-height fix — 55 interactables raised from floating/buried to sit on visual terrain surface; +9 new cover/breakables (crates, barrels, sandbags, trunks) with Rapier colliders; replicated terrainHeight+placementBaseY in physics module; additive only, TSL-clean, build green 712ms
contrib/dave-gaming-pc/hermes/pass69-integrated	739807e6	2026-08-07T20:40:59+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(pass69): align acceptance chronology
contrib/dave-gaming-pc/hermes/pass69-mobile-desktop-reconciliation	97c1a084	2026-08-08T12:20:11+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	chore(pass69): bind reviewed replacement preview
contrib/dave-gaming-pc/hermes/pass69-release-shell	60cd8e6d	2026-08-07T23:14:16+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(acceptance): match embedded preview receipt time
contrib/dave-gaming-pc/hermes/pass72-future-features-20260819	db9fade5	2026-08-20T11:13:23+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	release: record Pass 72 acceptance
contrib/dave-gaming-pc/hermes/production-release-timestamp	03c470e7	2026-08-03T18:08:48+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	ci: fail closed on missing release timestamp
contrib/dave-gaming-pc/hermes/sea-dragon-island-patrol	55090261	2026-07-28T07:57:24+01:00	Dave Hatton	no	1	1	18	1734	3	OLDER_UNMERGED	feat: add animated Azure Coil island patrol
contrib/dave-gaming-pc/hermes/stable-last-release-timestamp	73cd5aaa	2026-08-08T13:47:58+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(release): timestamp stable fallback provenance
contrib/dave-gaming-pc/hermes/v68-browser-fixes	2db57f11	2026-08-05T13:07:48+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test(pass68): decouple renderer signal from deferred weapon readiness
contrib/dave-gaming-pc/hermes/v68-bugfixes	ab0b6264	2026-08-04T22:42:54+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(pass64): assert canonical profile JSON instead of cleaned legacy keys in shared-profile test
contrib/dave-gaming-pc/hermes/v68-live-test	5b65b308	2026-08-03T13:22:26+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(v68): balance, gun-range bots, possession perf, stable pin, tests
contrib/dave-gaming-pc/hermes/v68-signal-admission	ff4b5706	2026-08-05T15:11:19+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test(pass68): enter gameplay before signal sampling
contrib/dave-gaming-pc/omp/pass82-freeze-fixes	db969405	2026-09-01T21:08:31+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	feat(release): publish_pass82.py sibling - adds channels/pass82, retains PASS 81 as previous version
contrib/dave-gaming-pc/omp/pass83-lobby-identity	e046c130	2026-09-01T21:36:21+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	chore(release): stamp PASS 83, publish_pass83.py sibling, re-pin topology pins
contrib/dave-gaming-pc/omp/pass84-overnight	c75c452f	2026-09-02T20:20:03+01:00	Dave Hatton	no	51	51	158	41778	133	ACTIVE_LANE	docs(pass85): publish record - live 20:12 BST, what shipped, what build 2 carries
desky/atomic-acres-backlog-86dc167	305e8fe2	2026-07-22T03:07:01+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	test: stabilize bounded browser verification
desky/ci-evidence-timeouts-20260722	ece5d639	2026-07-22T14:00:35+01:00	Dave Hatton	no	1	0	2	3	2	SUPERSEDED	ci: remove duplicate PR runs and bound navigation
desky/final-publish-45a6a37	334e12e4	2026-07-22T13:13:24+01:00	Dave Hatton	no	94	94	0	0	0	UNRELATED	Publish reconciled multiplayer release 62126b9
desky/gemini-workhorse-pass56-20260722	7958c9f1	2026-07-22T13:55:12+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	Merge remote-tracking branch 'origin/main' into desky/gemini-workhorse-pass56-20260722
desky/gh-pages-v68-live	d52a7d0e	2026-08-03T13:29:56+01:00	Dave Hatton	no	8	8	0	0	0	UNRELATED	deploy(v68): THE BIG ONE v68 live - stability, loading, gun range, combat fixes; stable = 67.1 singleplayer; chooser refresh hint
desky/terminal-polish-20260722	8d506009	2026-07-22T11:41:43+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	feat: polish Skyline Terminal presentation
evidence/dave-gaming-pc/codex/pass69-2-rejected-actual-head	b25df9da	2026-08-09T16:56:35+01:00	Dave Hatton	no	50	50	82	3557	818	OLDER_UNMERGED	chore(pass69.2): bind acceptance to v11 preview
evidence/dave-gaming-pc/codex/pass69-2-rejected-squash	2864f2d4	2026-08-08T16:41:29+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	Merge pull request #53 from daveinturkey15-byte/contrib/dave-gaming-pc/hermes/pass69-1-mobile-controls
evidence/dave-gaming-pc/codex/pass69-2-rejected-squash-main-mispoint	2864f2d4	2026-08-08T16:41:29+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	Merge pull request #53 from daveinturkey15-byte/contrib/dave-gaming-pc/hermes/pass69-1-mobile-controls
gauntlet/pass79-omp-20260823	b138b9c0	2026-08-31T19:13:19+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix: gun clipping through walls, the chopper exit camera, and spawn layouts on every map
gh-pages	df185260	2026-08-26T09:51:11+01:00	Dave Hatton	no	5	5	0	0	0	UNRELATED	publish: PASS 80 overnight refinement build as a third channel
gh-pages-deploy-temp	446e71bf	2026-08-03T09:19:06+01:00	Dave Hatton	no	2	2	0	0	0	UNRELATED	deploy(v67.1): THE BIG ONE v67.1 - dual thumbstick mobile controls, glass-break hitch fix, kit-card brightness, fire button fix
gh-pages-update	b7af3b75	2026-08-03T07:33:35+01:00	Dave Hatton	no	2	2	0	0	0	UNRELATED	deploy(v67.1): THE BIG ONE v67.1 live release with dual thumbstick mobile controls, glass-break hitch fix, kit-card brightness fix
gh-pages-v68-pin	271cea28	2026-08-03T12:48:01+01:00	Dave Hatton	no	8	8	0	0	0	UNRELATED	deploy(stable): pin PASS 67.1 singleplayer from 8c3ad1cd4d819aba79f07c01c16c8c4294fd14c1
hotfix/pass80-hide-farcrysis	e7317146	2026-08-28T17:16:44+01:00	Dave Hatton	no	2	1	9	461	7	OLDER_UNMERGED	fix: a first-time visitor could not deploy, and every gate filled in the field they lacked
integration/pass74-plus-high-seas-20260822	ad30b2e2	2026-08-28T12:32:09+01:00	Dave Hatton	no	2	1	2	69	3	OLDER_UNMERGED	docs(lane-q): commit the finished cross-browser audit - it named three live faults
lane/aa-lane-ballistics-20260828	1d37e17f	2026-08-28T21:57:58+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	fix(rustworks-1v1): concrete trench cover shoots like concrete, not drywall (HF-390)
lane/aa-lane-grassmtn-20260828	cee9230a	2026-08-28T22:18:41+01:00	Dave Hatton	yes	0	0	0	0	0	MERGED	polish(nuketown): kept-lawn blade tune + WebGPU fps/still evidence scripts
main	249a7ee7	2026-07-24T16:32:44+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	Merge pull request #30 from daveinturkey15-byte/contrib/dave-gaming-pc/codex/pass62-offline-integration
pass71-audio-buzz	c3f64abf	2026-08-13T11:18:55+01:00	Dave Hatton	no	24	24	140	9538	1953	PASS71_FAMILY	fix(audio): remove periodic arena noise gust
pass71-bot-glass-audit	d69a55d5	2026-08-13T10:41:33+01:00	Dave Hatton	no	20	20	133	8683	1811	PASS71_FAMILY	fix(pass71): admit hosted bot flare glass breaks
pass71-glass-combined-check	0dd30991	2026-08-13T11:05:01+01:00	Dave Hatton	no	21	21	133	8925	1828	PASS71_FAMILY	fix(pass71): make projectile glass host-canonical
pass71-guest-glass-authority	0423ce74	2026-08-13T11:03:40+01:00	Dave Hatton	no	20	20	132	8664	1828	PASS71_FAMILY	fix(pass71): make projectile glass host-canonical
precheck-main	4e458676	2026-08-04T08:18:42+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	Merge pull request #38 from daveinturkey15-byte/contrib/dave-gaming-pc/hermes/production-release-timestamp
test/pass65-chopper-assets	2df960ed	2026-08-07T09:32:28+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	fix(release-topology-browser): route legacy aliases to Pass 68 (#46)
test/pass66-arms-pick	2df960ed	2026-08-07T09:32:28+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	fix(release-topology-browser): route legacy aliases to Pass 68 (#46)
test/pass69-fieldkit-recovery	2df960ed	2026-08-07T09:32:28+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	fix(release-topology-browser): route legacy aliases to Pass 68 (#46)
test/pass69-presentation-recovery	2df960ed	2026-08-07T09:32:28+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	fix(release-topology-browser): route legacy aliases to Pass 68 (#46)
verify/pass68-final-verification	2df960ed	2026-08-07T09:32:28+01:00	daveinturkey15-byte	yes	0	0	0	0	0	MERGED	fix(release-topology-browser): route legacy aliases to Pass 68 (#46)
wip/codex/pass66-arms-knife-experiment-20260730	d2ec780b	2026-07-30T22:17:37+01:00	Dave Hatton	no	1	1	18	560	532	OLDER_UNMERGED	wip(pass66): preserve arms and knife calibration experiment
